date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:09:29	105133/105133	---M-Z	200	added ('OK')	text/html	etag:%2219aad-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/home-v3.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/home-v3.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:30	107362/107362	---M-Z	200	added ('OK')	text/html	etag:%221a362-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/cardcarousel.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/cardcarousel.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:31	129399/129399	---M-Z	200	added ('OK')	text/html	etag:%221f977-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/zigzagcarousel.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/zigzagcarousel.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:32	112816/112816	---M-Z	200	added ('OK')	text/html	etag:%221b8b0-5ee32aa731ec0-gzip%22	https://themesflat.co/html/cyfoniihtml/coverflowcarousel.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/coverflowcarousel.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:33	106001/106001	---M-Z	200	added ('OK')	text/html	etag:%2219e11-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/itemcarousel.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/itemcarousel.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:34	110260/110260	---M-Z	200	added ('OK')	text/html	etag:%221aeb4-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/3dcarousel.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/3dcarousel.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:35	54414/54414	---M-Z	200	added ('OK')	text/html	etag:%22d48e-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/nft.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/nft.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:36	47133/47133	---M-Z	200	added ('OK')	text/html	etag:%22b81d-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/blog.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/blog.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:37	47844/47844	---M-Z	200	added ('OK')	text/html	etag:%22bae4-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/blog-details.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/blog-details.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:38	69488/69488	---M-Z	200	added ('OK')	text/html	etag:%2210f70-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/vision-mission.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/vision-mission.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:39	57464/57464	---M-Z	200	added ('OK')	text/html	etag:%22e078-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/help-center.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/help-center.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:40	57000/57000	---M-Z	200	added ('OK')	text/html	etag:%22dea8-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/parti-asset.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/parti-asset.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:41	79886/79886	---M-Z	200	added ('OK')	text/html	etag:%221380e-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/advisor.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/advisor.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:42	59554/59554	---M-Z	200	added ('OK')	text/html	etag:%22e8a2-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/partner.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/partner.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:43	81392/81392	---M-Z	200	added ('OK')	text/html	etag:%2213df0-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/about.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/about.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:44	46384/46384	---M-Z	200	added ('OK')	text/html	etag:%22b530-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/roadmap.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/roadmap.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:45	35083/35083	---M-Z	200	added ('OK')	text/html	etag:%22890b-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/team.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/team.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:46	43889/43889	---M-Z	200	added ('OK')	text/html	etag:%22ab71-5ee32aa084f00-gzip%22	https://themesflat.co/html/cyfoniihtml/contact.html	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/contact.html	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:48	116441/116441	---M--	200	added ('OK')	image/png	etag:%221c6d9-5e9bef0d37040%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/banner.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/banner.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:49	5755/5755	---M--	200	added ('OK')	image/png	etag:%22167b-5e81f58cccbc0%22	https://themesflat.co/html/cyfoniihtml/assets/images/icon/icon-01.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/icon/icon-01.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:50	31020/31020	---M--	200	added ('OK')	image/png	etag:%22792c-5e9bef03ad9c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-01.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-01.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:51	148738/148738	---M--	200	added ('OK')	image/png	etag:%2224502-5e9beefee8e80%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/about-01.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/about-01.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:52	125822/125822	---M--	200	added ('OK')	image/png	etag:%221eb7e-5e9beeffdd0c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/about-02.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/about-02.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:53	171692/171692	---M--	200	added ('OK')	image/png	etag:%2229eac-5e9bef00d1300%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/about-03.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/about-03.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:55	122468/122468	---M--	200	added ('OK')	image/png	etag:%221de64-5e9bef01c5540%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/about-04.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/about-04.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:56	94045/94045	---M--	200	added ('OK')	image/png	etag:%2216f5d-5e9bef02b9780%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/about-05.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/about-05.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:57	104157/104157	---M--	200	added ('OK')	image/png	etag:%22196dd-5e9bef81902c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/portfolio.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/portfolio.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:09:59	108779/108779	---M--	200	added ('OK')	image/png	etag:%221a8eb-5e9bef8284500%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/project-01.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/project-01.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:01	182369/182369	---M--	200	added ('OK')	image/png	etag:%222c861-5e9bef8378740%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/project-02.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/project-02.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:02	188788/188788	---M--	200	added ('OK')	image/png	etag:%222e174-5e9bef846c980%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/project-03.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/project-03.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:03	200931/200931	---M--	200	added ('OK')	image/png	etag:%22310e3-5e9bef846c980%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/project-04.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/project-04.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:03	95534/95534	---M--	200	added ('OK')	image/png	etag:%221752e-5e9befe4becc0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/project-05.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/project-05.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:04	69210/69210	---M--	200	added ('OK')	image/png	etag:%2210e5a-5e9dc61890580%22	https://themesflat.co/html/cyfoniihtml/assets/images/background/line.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/background/line.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:06	566248/566248	---M--	200	added ('OK')	image/png	etag:%228a3e8-5e9befe6a7140%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/team-01.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/team-01.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:07	169313/169313	---M--	200	added ('OK')	image/png	etag:%2229561-5e9befe6a7140%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/team-02.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/team-02.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:09	606195/606195	---M--	200	added ('OK')	image/png	etag:%2293ff3-5e9befe79b380%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/team-03.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/team-03.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:10	2817/2817	---M--	200	added ('OK')	image/png	etag:%22b01-5e8a3e1f81b00%22	https://themesflat.co/html/cyfoniihtml/assets/images/logo/brand-01.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/logo/brand-01.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:10	375068/375068	---M--	200	added ('OK')	image/png	etag:%225b91c-5e9befe88f5c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/team-04.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/team-04.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:11	2496/2496	---M--	200	added ('OK')	image/png	etag:%229c0-5e8a3e2dcfcc0%22	https://themesflat.co/html/cyfoniihtml/assets/images/logo/brand-02.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/logo/brand-02.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:12	3902/3902	---M--	200	added ('OK')	image/png	etag:%22f3e-5e8a3e58ba200%22	https://themesflat.co/html/cyfoniihtml/assets/images/logo/brand-03.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/logo/brand-03.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:13	2217/2217	---M--	200	added ('OK')	image/png	etag:%228a9-5e8a3e39417c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/logo/brand-04.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/logo/brand-04.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:14	3377/3377	---M--	200	added ('OK')	image/png	etag:%22d31-5e8a3e45a7500%22	https://themesflat.co/html/cyfoniihtml/assets/images/logo/brand-05.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/logo/brand-05.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:15	2944/2944	---M--	200	added ('OK')	image/png	etag:%22b80-5e8a3e4e3c940%22	https://themesflat.co/html/cyfoniihtml/assets/images/logo/brand-06.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/logo/brand-06.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:16	1426/1426	---M--	200	added ('OK')	image/png	etag:%22592-5e8aff206b540%22	https://themesflat.co/html/cyfoniihtml/assets/images/icon/quote.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/icon/quote.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:18	101715/101715	---M--	200	added ('OK')	image/png	etag:%2218d53-5e9bef04a1c00%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-02.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-02.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:19	149519/149519	---M--	200	added ('OK')	image/png	etag:%222480f-5e9bef0595e40%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-03.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-03.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:21	28874/28874	---M--	200	added ('OK')	image/png	etag:%2270ca-5e9bef7ae3300%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/create.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/create.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:22	437588/437588	---M--	200	added ('OK')	image/png	etag:%226ad54-5e9bef068a080%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-04.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-04.png	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:23	89503/89503	---M--	200	added ('OK')	application/javascript	etag:%2215d9f-5d823a5d1d340%22	https://themesflat.co/html/cyfoniihtml/app/js/jquery.min.js	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/app/js/jquery.min.js	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:24	4863/4863	---M--	200	added ('OK')	application/javascript	etag:%2212ff-5d4f84e86fa80%22	https://themesflat.co/html/cyfoniihtml/app/js/jquery.easing.js	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/app/js/jquery.easing.js	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:25	11224/11224	---M--	200	added ('OK')	application/javascript	etag:%222bd8-5c168880f0ac0%22	https://themesflat.co/html/cyfoniihtml/app/js/jquery-migrate.min.js	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/app/js/jquery-migrate.min.js	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:27	2581/2581	---M--	200	added ('OK')	application/javascript	etag:%22a15-5e7f9a6087b80%22	https://themesflat.co/html/cyfoniihtml/app/js/countto.js	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/app/js/countto.js	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:27	615148/615148	---M--	200	added ('OK')	application/javascript	etag:%22962ec-5eabcd5f66800%22	https://themesflat.co/html/cyfoniihtml/app/js/plugins.js	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/app/js/plugins.js	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:28	8415/8415	---M--	200	added ('OK')	application/javascript	etag:%2220df-5c16888b6e380%22	https://themesflat.co/html/cyfoniihtml/app/js/wow.min.js	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/app/js/wow.min.js	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:29	12820/12820	---M--	200	added ('OK')	application/javascript	etag:%223214-5eabd5480d0c0%22	https://themesflat.co/html/cyfoniihtml/app/js/app.js	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/app/js/app.js	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:29	5420/5420	---M--	200	added ('OK')	application/javascript	etag:%22152c-5d99e62f77d00%22	https://themesflat.co/html/cyfoniihtml/app/js/count-down.js	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/app/js/count-down.js	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:31	14239/14239	---M--	200	added ('OK')	application/javascript	etag:%22379f-5d934a6d42100%22	https://themesflat.co/html/cyfoniihtml/app/js/aos.js	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/app/js/aos.js	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:32	135867/135867	---M--	200	added ('OK')	application/javascript	etag:%22212bb-5d934bde547c0%22	https://themesflat.co/html/cyfoniihtml/app/js/swiper-bundle.min.js	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/app/js/swiper-bundle.min.js	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:33	9809/9809	---M--	200	added ('OK')	application/javascript	etag:%222651-5ee2e48b0b5c0%22	https://themesflat.co/html/cyfoniihtml/app/js/swiper.js	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/app/js/swiper.js	(from https://themesflat.co/html/cyfoniihtml/?storefront=envato-elements)
13:10:35	218219/218219	---M--	200	added ('OK')	image/png	etag:%223546b-5e9bef0d37040%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/banner-01.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/banner-01.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
13:10:36	314913/314913	---M--	200	added ('OK')	image/png	etag:%224ce21-5e9bef077e2c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-05.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-05.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
13:10:37	119049/119049	---M--	200	added ('OK')	image/png	etag:%221d109-5e9bef0e2b280%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/banner-02.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/banner-02.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
13:10:39	370839/370839	---M--	200	added ('OK')	image/png	etag:%225a897-5e9bef0872500%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-06.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-06.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
13:10:40	202983/202983	---M--	200	added ('OK')	image/png	etag:%22318e7-5e9bef1013700%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/banner-03.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/banner-03.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
13:10:42	212084/212084	---M--	200	added ('OK')	image/png	etag:%2233c74-5e9bef0966740%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-07.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/avt-07.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
13:10:42	126660/126660	---M--	200	added ('OK')	image/png	etag:%221eec4-5e9bef02b9780%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/about-06.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/about-06.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
13:10:43	38797/38797	---M--	200	added ('OK')	image/png	etag:%22978d-5e9bef79ef0c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/layouts/couter.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/layouts/couter.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
13:10:45	151009/151009	---M--	200	added ('OK')	image/png	etag:%2224de1-5e9bee86bf300%22	https://themesflat.co/html/cyfoniihtml/assets/images/item/item-01.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/item/item-01.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
13:10:46	109071/109071	---M--	200	added ('OK')	image/png	etag:%221aa0f-5e9bee88a7780%22	https://themesflat.co/html/cyfoniihtml/assets/images/item/item-02.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/item/item-02.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
13:10:48	159909/159909	---M--	200	added ('OK')	image/png	etag:%22270a5-5e9bee899b9c0%22	https://themesflat.co/html/cyfoniihtml/assets/images/item/item-03.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/item/item-03.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
13:10:49	195990/195990	---M--	200	added ('OK')	image/png	etag:%222fd96-5e9bee8a8fc00%22	https://themesflat.co/html/cyfoniihtml/assets/images/item/item-04.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/item/item-04.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
13:10:49	126213/126213	---M--	200	added ('OK')	image/png	etag:%221ed05-5e9bee8b83e40%22	https://themesflat.co/html/cyfoniihtml/assets/images/item/item-05.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/item/item-05.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
13:10:51	121073/121073	---M--	200	added ('OK')	image/png	etag:%221d8f1-5e9bee8c78080%22	https://themesflat.co/html/cyfoniihtml/assets/images/item/item-06.png	/home/anmol-singh/websites/robo%20nft/themesflat.co/html/cyfoniihtml/assets/images/item/item-06.png	(from https://themesflat.co/html/cyfoniihtml/home-v2.html)
